epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,6256.65,0.69877,0.60096,1.06443,0.9391,0.84498,0.90601,0.73697,1.2138,0.71486,1.27935,0.000990365,0.000990365,0.000990365
43,6420.22,0.75182,0.68606,1.14037,0.92329,0.88356,0.92472,0.7462,1.2234,0.67979,1.3028,0.000973861,0.000973861,0.000973861
44,6581,0.70455,0.63531,1.07235,0.87713,0.85616,0.89118,0.71802,1.20311,0.70836,1.27786,0.000957358,0.000957358,0.000957358
45,6734.51,0.74493,0.65738,1.08223,0.88884,0.85616,0.88341,0.71341,1.07113,0.756,1.1702,0.000940855,0.000940855,0.000940855
46,6886.92,0.74862,0.74417,1.08011,0.91956,0.86126,0.91085,0.74885,1.05151,0.68028,1.17885,0.000924352,0.000924352,0.000924352
47,7037.65,0.73116,0.66315,1.08655,0.92547,0.85046,0.91091,0.75172,1.05091,0.65478,1.16943,0.000907848,0.000907848,0.000907848
48,7185.26,0.67788,0.64482,1.06068,0.92659,0.88356,0.93339,0.75235,0.96496,0.68105,1.13149,0.000891345,0.000891345,0.000891345
49,7336.04,0.69866,0.61812,1.07015,0.94142,0.88064,0.9233,0.73976,0.9874,0.71478,1.15304,0.000874842,0.000874842,0.000874842
50,7485.21,0.65078,0.56194,1.01735,0.94606,0.84089,0.90404,0.74933,1.18465,0.73859,1.26058,0.000858338,0.000858338,0.000858338
51,7632.7,0.65729,0.57859,1.02722,0.93991,0.85701,0.91824,0.76824,1.11582,0.69493,1.20195,0.000841835,0.000841835,0.000841835
52,7783.9,0.65973,0.58971,1.06896,0.91754,0.89726,0.93271,0.78109,1.03098,0.69118,1.14638,0.000825332,0.000825332,0.000825332
53,7933.89,0.63267,0.58012,1.02858,0.92857,0.89041,0.92948,0.77512,1.10635,0.72048,1.20143,0.000808828,0.000808828,0.000808828
54,8085.29,0.7006,0.64096,1.0742,0.93077,0.82877,0.89999,0.75436,1.17986,0.74863,1.23557,0.000792325,0.000792325,0.000792325
55,8267.04,0.66267,0.53501,1.06034,0.92143,0.88356,0.92028,0.76271,1.09219,0.71197,1.17026,0.000775822,0.000775822,0.000775822
56,8428.06,0.59822,0.50252,1.01486,0.91724,0.91096,0.93352,0.7473,1.13702,0.69403,1.20455,0.000759318,0.000759318,0.000759318
57,8609.05,0.65079,0.56579,1.0193,0.91488,0.92466,0.93939,0.7617,1.10322,0.70426,1.21958,0.000742815,0.000742815,0.000742815
58,8781.03,0.65143,0.52898,1.05505,0.9021,0.88356,0.91832,0.74595,1.13636,0.78744,1.19383,0.000726312,0.000726312,0.000726312
59,8924.63,0.59757,0.50967,1.00597,0.90226,0.82192,0.88838,0.73452,1.15999,0.80996,1.21001,0.000709809,0.000709809,0.000709809
60,9069.51,0.62185,0.5183,1.01176,0.91176,0.84932,0.9024,0.74142,1.21549,0.79248,1.25481,0.000693305,0.000693305,0.000693305
61,9219.96,0.60653,0.51765,1.03567,0.91176,0.84932,0.9054,0.75319,1.20384,0.81752,1.24339,0.000676802,0.000676802,0.000676802
62,9369.33,0.65803,0.57226,1.06133,0.90592,0.84247,0.90276,0.75072,1.1474,0.90438,1.22066,0.000660299,0.000660299,0.000660299
63,9519.7,0.61851,0.50981,1.00923,0.92049,0.81507,0.89159,0.74107,1.15125,0.89921,1.22092,0.000643795,0.000643795,0.000643795
64,9665.1,0.63443,0.54073,1.0253,0.92481,0.84247,0.90859,0.75661,1.21077,0.85312,1.26902,0.000627292,0.000627292,0.000627292
65,9808.52,0.64343,0.52936,1.03397,0.94061,0.84932,0.91406,0.77016,1.18989,0.82726,1.26804,0.000610789,0.000610789,0.000610789
66,9954.72,0.60167,0.48785,1.00699,0.9154,0.88939,0.9242,0.78461,1.09737,0.73371,1.20435,0.000594286,0.000594286,0.000594286
67,10103.9,0.68389,0.5338,1.02437,0.91262,0.87671,0.92138,0.7659,1.18643,0.7252,1.27561,0.000577782,0.000577782,0.000577782
68,10297.7,0.64432,0.54288,1.03085,0.92404,0.87671,0.92871,0.73325,1.35632,0.74659,1.42245,0.000561279,0.000561279,0.000561279
69,10452.2,0.62589,0.482,1.02757,0.91549,0.89041,0.93268,0.75189,1.32308,0.75242,1.42571,0.000544776,0.000544776,0.000544776
70,10601.2,0.64316,0.53373,1.03758,0.92086,0.87671,0.91839,0.7662,1.16168,0.67574,1.2905,0.000528272,0.000528272,0.000528272
71,10749.6,0.67403,0.58088,1.07642,0.92481,0.84247,0.90032,0.74068,1.26588,0.73585,1.35214,0.000511769,0.000511769,0.000511769
72,10894.1,0.63281,0.48407,1.02496,0.93023,0.82192,0.88704,0.7274,1.28403,0.80587,1.3517,0.000495266,0.000495266,0.000495266
73,11036.1,0.54795,0.45026,0.96154,0.92424,0.83562,0.89198,0.74073,1.18401,0.80165,1.26683,0.000478762,0.000478762,0.000478762
74,11177,0.56317,0.46812,0.99901,0.90914,0.86301,0.90994,0.77084,1.07171,0.77959,1.16261,0.000462259,0.000462259,0.000462259
75,11320,0.63176,0.47289,1.03096,0.92701,0.86986,0.91782,0.77628,1.16193,0.88145,1.21687,0.000445756,0.000445756,0.000445756
76,11466.9,0.53067,0.41879,0.956,0.92353,0.89726,0.93131,0.78419,1.20549,0.8102,1.25086,0.000429253,0.000429253,0.000429253
77,11610.9,0.55757,0.45602,0.97836,0.92254,0.89726,0.93197,0.7853,1.18959,0.71735,1.25557,0.000412749,0.000412749,0.000412749
78,11757.8,0.60057,0.44624,1.01221,0.95023,0.91546,0.94808,0.80015,1.04979,0.61813,1.18023,0.000396246,0.000396246,0.000396246
79,11905.6,0.53485,0.43284,0.9776,0.9439,0.92192,0.94898,0.77943,1.11184,0.63453,1.23805,0.000379743,0.000379743,0.000379743
80,12056.8,0.58244,0.45061,1.00755,0.9369,0.91531,0.94643,0.77439,1.17455,0.66221,1.29269,0.000363239,0.000363239,0.000363239
81,12244.9,0.52988,0.41931,0.96924,0.9375,0.92466,0.9502,0.77262,1.20307,0.66743,1.31339,0.000346736,0.000346736,0.000346736
82,12402.6,0.59083,0.47611,0.99354,0.93056,0.91781,0.94667,0.78669,1.09281,0.6353,1.20873,0.000330233,0.000330233,0.000330233
83,12561.9,0.53887,0.42457,0.98165,0.92958,0.90411,0.93862,0.79012,1.04069,0.65235,1.16555,0.000313729,0.000313729,0.000313729
84,12712.2,0.52035,0.42744,0.95919,0.92143,0.88356,0.92771,0.78086,1.04151,0.71662,1.15839,0.000297226,0.000297226,0.000297226
85,12851.6,0.55553,0.45432,1.00472,0.92701,0.86986,0.92229,0.77974,1.09998,0.82365,1.19526,0.000280723,0.000280723,0.000280723
86,12989.2,0.51455,0.39046,0.95198,0.93763,0.84932,0.91983,0.78205,1.08991,0.90148,1.18458,0.00026422,0.00026422,0.00026422
87,13127.5,0.5524,0.40789,0.96606,0.91971,0.86301,0.9195,0.78152,1.07861,0.84318,1.16866,0.000247716,0.000247716,0.000247716
88,13263.1,0.53584,0.40979,0.97894,0.93431,0.87671,0.92576,0.7871,1.05923,0.80255,1.15307,0.000231213,0.000231213,0.000231213
89,13398.2,0.52903,0.42792,0.96759,0.90511,0.84932,0.90926,0.77698,1.04384,0.76511,1.14385,0.00021471,0.00021471,0.00021471
90,13538.4,0.50059,0.39192,0.96258,0.91176,0.84932,0.91055,0.77975,1.12099,0.72764,1.21023,0.000198206,0.000198206,0.000198206
91,13679.4,0.4479,0.31171,0.88949,0.91176,0.84932,0.91135,0.77861,1.16038,0.75586,1.24029,0.000181703,0.000181703,0.000181703
92,13822.4,0.46816,0.31005,0.92504,0.91176,0.84932,0.91142,0.78301,1.1654,0.74234,1.24678,0.0001652,0.0001652,0.0001652
93,13984.4,0.4387,0.31779,0.89822,0.91241,0.85616,0.91473,0.78545,1.13173,0.71453,1.22255,0.000148696,0.000148696,0.000148696
94,14143,0.43769,0.30063,0.90918,0.92086,0.87671,0.92329,0.78939,1.12181,0.67456,1.21885,0.000132193,0.000132193,0.000132193
95,14290.7,0.43841,0.30788,0.91276,0.92143,0.88356,0.92689,0.79065,1.14909,0.67372,1.24811,0.00011569,0.00011569,0.00011569
96,14424.3,0.44671,0.29301,0.90167,0.92754,0.87671,0.92428,0.78294,1.17001,0.69394,1.26361,9.91865e-05,9.91865e-05,9.91865e-05
97,14559.8,0.42602,0.2921,0.90424,0.92701,0.86986,0.92135,0.77807,1.1841,0.71427,1.27495,8.26832e-05,8.26832e-05,8.26832e-05
98,14695.1,0.44377,0.29722,0.91775,0.93027,0.87671,0.92532,0.78188,1.15883,0.70106,1.2552,6.61799e-05,6.61799e-05,6.61799e-05
